id,name,is_company,ref,lang,customer_rank,supplier_rank,country_id,zip,city,street,phone,mobile,email,vat,company_registry,comment
soc_18470386,SAS Com'On,1,CL00299,fr_FR,1,0,France,,ARLES,,,,,,812875524,
soc_18470384,NEOVIA - ANIMAL NUTRITION,1,CL00297,fr_FR,1,0,France,,ST NOLFF,,02.97.48.54.14,,,,636320038,
soc_18470383,SOCIETE GENERALE,1,CL00296,fr_FR,1,0,France,,PARIS,,01.57.29.14.52,,,FR27552120222,552120222,
soc_18470381,LYRIA SAS,1,CL00294,fr_FR,1,0,France,,PARIS,,01.42.93.90.47,,,,428678627,
soc_18470380,MG Mobile,1,CL00293,fr_FR,1,0,France,,PARIS,,,,,,793601915,
soc_18470379,PALAIS DES THES,1,CL00292,fr_FR,1,0,France,,PARIS,,01.43.56.59.96,,,,339752636,
soc_18470376,CARSAT Aquitaine,1,CL00289,fr_FR,1,0,France,,BORDEAUX,,005.56.11.66.37,,,,781847447,
soc_18470375,CONCRETIO SERVICES,1,CL00288,fr_FR,1,0,France,,PARIS,,,,,,812533628,
soc_18470374,OPCO EP,1,CL00287,fr_FR,1,0,France,,PARIS,,,,,,,
soc_18470372,SODEXO PASS FRANCE,1,CL00285,fr_FR,1,0,France,,NANTERRE,,01.41.97.83.71,,,,340393065,
soc_18470371,WIZIFARM,1,CL00284,fr_FR,1,0,France,,REIMS,,,,,FR50883654816,883654816,
soc_18470370,Amphenol SOCAPEX,1,CL00283,fr_FR,1,0,France,,THYEZ,,04.50.90.53.46,,,,35650167,
soc_18470369,CENTRE NAT INTERPRO ECONOMIE LAITIERE,1,CL00282,fr_FR,1,0,France,,PARIS,,,,,,300817954,
soc_18470368,Caudalie,1,CL00281,fr_FR,1,0,France,,PARIS,,,,,,398360123,
soc_18470366,OPCO EP en Occitanie TPE Toulouse,1,CL00279,fr_FR,1,0,France,,RAMONVILLE SAINT-AGNE cedex,,,,,,,
soc_18470363,DOYOUNO SAS,1,CL00276,fr_FR,1,0,France,,JOIGNY,,,,,,831125620,
soc_18470362,Groupe BLAIN,1,CL00274,fr_FR,1,0,France,,LA CHAPELLE SUR ERDRE,,,,,,794327247,
soc_18470361,VEOLIA ENERGIE FRANCE,1,CL00273,fr_FR,1,0,France,,MARSEILLE 16EME ARRONDISS,,04.86.26.41.08,,,,508867124,form-bq1 || inter-distanciel || https://www.formations-analytics.com/contact/
soc_18470360,ALCHIMIE SAS,1,CL00272,fr_FR,1,0,France,,AUBERVILLIERS,,07.72.34.56.42,,,,420919904,
soc_18470353,COMPAGNIE HYPERACTIVE,1,CL00265,fr_FR,1,0,France,,BRUGES,,05.47.50.06.96,,,,431563584,
soc_18470352,MMV,1,CL00264,fr_FR,1,0,France,,ST LAURENT DU VAR,,04.92.12.62.10,,,,411926892,
soc_18470351,Ecole Supérieure dOstéopathie,1,CL00263,fr_FR,1,0,France,,CHAMPS SUR MARNE,,01.64.61.08.46,,,,381941277,
soc_18470350,Sainte-Lizaigne,1,CL00262,fr_FR,1,0,France,,STE LIZAIGNE,,,,,,966505760,
soc_18470349,Opcommerce,1,CL00261,fr_FR,1,0,France,,RENNES,,,,,,398522243,
soc_18470348,VEOLIA INDUSTRIES GLOBAL SOLUTIONS IDF,1,CL00260,fr_FR,1,0,France,,MULHOUSE,,01.34.32.78.67,,,,409887395,form-bq1 || inter-distanciel || https://www.formations-analytics.com/contact/
soc_18470347,QWERI,1,CL00259,fr_FR,1,0,France,,LYON 6EME ARRONDISSEMENT,,,,,,853498681,
soc_18470343,COWORKEES SAS,1,CL00254,fr_FR,1,0,France,,ANNECY LE VIEUX,,07.85.98.41.41,,,,824544977,
soc_18470342,MINDSHARE,1,CL00253,fr_FR,1,0,France,,NEUILLY SUR SEINE,,001.85.63.54.33,,,,421319195,
soc_18470341,Turf Editions,1,CL00252,fr_FR,1,0,France,,AIX-EN-PROVENCE,,01.85.18.09.61,,,,67804930,
soc_18470340,Turf Digital,1,CL00251,fr_FR,1,0,France,,CHATILLON,,01.85.18.09.61,,,,519119143,
soc_18470339,Groupe Paris-Turf,1,CL00250,fr_FR,1,0,France,,CHATILLON,,01.85.18.09.61,,,,480218890,
soc_18470338,Studyrama,1,CL00249,fr_FR,1,0,France,,LEVALLOIS PERRET,,01.41.06.59.00,,,,429309354,
soc_18470337,POLIRIS,1,CL00248,fr_FR,1,0,France,,PARIS,,,,,,492285564,form-n8n1 || inter-distanciel || https://www.formations-analytics.com/contact/
soc_18470336,Etablissements Georges et Bernard HILLIET,1,CL00247,fr_FR,1,0,France,,QUIBERON,,,,,,873500086,
soc_18470335,VEOLIA INDUSTRIES GLOBAL SOLUTIONS,1,CL00246,fr_FR,1,0,France,,RUEIL MALMAISON,,01.34.32.78.67,,,,409887395,form-bq1 || inter-distanciel || https://www.formations-analytics.com/contact/
soc_18470334,MyCommunIT,1,CL00245,fr_FR,1,0,France,,LEVALLOIS PERRET,,,,,,807444849,
soc_18470333,GROUPE MONITEUR,1,CL00243,fr_FR,1,0,France,,ANTONY,,01.77.92.93.46,,,,403080823,
soc_18470332,MUTUELLE ASSURANCE INSTITUTEUR FRANCE,1,CL00242,fr_FR,1,0,France,,NIORT,,05.49.73.80.30,,,,775709702,
soc_18470331,AGEFOS PME Ile de France,1,CL00240,fr_FR,1,0,France,,PARIS,,02.41.49.14.00,,,,,
soc_18470329,MD SOLUTIONS,1,CL00238,fr_FR,1,0,France,,LORMONT,,05.57.10.58.12,,,,830162152,
soc_18470328,Office de Tourisme PONT D'ARC - ARDECHE,1,CL00237,fr_FR,1,0,France,,VALLON PONT D ARC,,06.45.43.01.50,,,,817574155,
soc_18470327,SYNERGIE Formation,1,CL00236,fr_FR,1,0,France,,VILLENEUVE D ASCQ,,03.28.77.63.03,,,,751108994,
soc_18470326,PHCH,1,CL00235,fr_FR,1,0,France,,REIMS,,,,,,335480687,
soc_18470325,ZAACOM,1,CL00234,fr_FR,1,0,France,14000,CAEN,8 Bis Boulevard Georges Pompidou,,,,,790370175,
soc_18470322,Q-Park France,1,CL00231,fr_FR,1,0,France,,ISSY LES MOULINEAUX,,01.46.09.59.87,,,,378888234,
soc_18470321,Groupe Partenaire,1,CL00230,fr_FR,1,0,France,,MARSEILLE 2EME ARRONDISSE,,04.93.19.59.51,,,,,
soc_18470317,Netpix,1,CL00226,fr_FR,1,0,France,,AIX EN PROVENCE,,06.16.83.69.21,,,,789272150,
soc_18470316,Altics Agency,1,CL00225,fr_FR,1,0,France,,LYON 9EME ARRONDISSEMENT,,09.72.46.03.42,,,,809575798,
soc_18470315,Because Architecure Matters,1,CL00224,fr_FR,1,0,France,,MARSEILLE 12EME ARRONDISS,,,,,,810952614,
soc_18470314,WOW SARL,1,CL00223,fr_FR,1,0,France,,TOULOUSE,,,,,,810423384,
soc_18470313,VEOPRINT,1,CL00222,fr_FR,1,0,France,,LYON 9EME ARRONDISSEMENT,,04.72.20.15.17,,,,317288389,
soc_18470312,Development Solutions Governance,1,CL00221,fr_FR,1,0,France,,ANGLET,,,,,,481986156,
soc_18470309,Groupe Entis mutuelles,1,CL00218,fr_FR,1,0,France,,ANNECY,,04.50.08.02.66,,,,505259226,
soc_18470308,CIMPA SAS,1,CL00217,fr_FR,1,0,France,,BLAGNAC,,05.32.11.02.92,,,,393341540,
soc_18470307,Commune de Carcassonne,1,CL00215,fr_FR,1,0,France,,CARCASSONNE,,04.68.77.73.87,,,,211100698,
soc_18470306,CM-CIC Formation,1,CL00214,fr_FR,1,0,France,,STRASBOURG,,03.88.37.62.45,,,,419883814,
soc_18470304,LA VOIX DU NORD,1,CL00212,fr_FR,1,0,France,,LILLE,,03.20.78.41.14,,,FR40457507267,457507267,
soc_18470303,CIELA VILLAGE  GROUPE GB,1,CL00211,fr_FR,1,0,France,,BANDOL,,04.94.29.16.90,,,,413562604,
soc_18470302,Les Echos Management,1,CL00210,fr_FR,1,0,France,,PARIS,,01.87.39.74.54,,,,433975166,
soc_18470301,SYNCHRONE,1,CL00209,fr_FR,1,0,France,,AIX EN PROVENCE,,04.42.16.44.69,,,,438313843,
soc_18470300,NEXTON Consulting,1,CL00208,fr_FR,1,0,France,,PARIS,,06.98.19.80.35,,,,529505273,
soc_18470297,PLASTIC OMNIUM GESTION,1,CL00205,fr_FR,1,0,France,,LEVALLOIS PERRET,,01.55.66.47.53,,,,410314207,
soc_18470296,SAS POWERTRAFIC,1,CL00204,fr_FR,1,0,France,,MONT ST AIGNAN,,02.78.77.07.73,,,,519207823,
soc_18470292,Capgemini Technology Services,1,CL00200,fr_FR,1,0,France,,LYON 7EME ARRONDISSEMENT,,033.08.25.00.20.56,,,,479766842,
soc_18470290,Istituto Marangoni,1,CL00198,fr_FR,1,0,France,,PARIS,,01.47.20.08.44,,,,484985064,
soc_18470289,Paris Librairies,1,CL00197,fr_FR,1,0,France,,PARIS,,09.83.60.45.72,,,,753758358,form-n8n1 || inter-distanciel || https://www.formations-analytics.com/contact/
soc_18470288,AMIXYS,1,CL00196,fr_FR,1,0,France,,FABREGUES,,04.11.93.48.72,,,,511748030,
soc_18470287,Institut Français du Cheval et de l'Equitation,1,CL00195,fr_FR,1,0,France,,Arnac-Pompadour,,05.55.98.59.28,,,,130010440,
soc_18470286,Sommellerie de France (Confrerie Des Gourmets),1,CL00194,fr_FR,1,0,France,,KOENIGSMACKER,,03.82.88.20.93,,,,408303758,
soc_18470283,Axeria PREVOYANCE,1,CL00191,fr_FR,1,0,France,,LYON 3EME ARRONDISSEMENT,,04.72.36.17.88,,,,350261129,
soc_18470282,Kawasaki Motors Europe,1,CL00190,fr_FR,1,0,France,,ELANCOURT,,01.30.69.50.28,,,,441393964,
soc_18470281,Gustave Roussy,1,CL00189,fr_FR,1,0,France,,VILLEJUIF CEDEX,,01.42.11.46.48,,,,775741101,
soc_18470280,Somfy Protect by Myfox,1,CL00187,fr_FR,1,0,France,,LABEGE,,,,,FR52483015749,483015749,
soc_18470279,GUERIN JOAILLERIE,1,CL00186,fr_FR,1,0,France,,PARIS,,01.44.54.16.19,,,,440452316,
soc_18470278,HelloAsso,1,CL00185,fr_FR,1,0,France,,BORDEAUX,,,,,FR85510918683,510918683,
soc_18470277,ADEFIM 74,1,CL00184,fr_FR,1,0,France,,ANNECY,,04.50.52.73.24,,,,400702692,
soc_18470276,ITELIOS Capgemini,1,CL00183,fr_FR,1,0,France,,Lyon Cedex 7,,,,,,448291179,
soc_18470274,Ademe,1,CL00181,fr_FR,1,0,France,,Montrouge Cedex,,001.47.65.24.33,,,,844684183,
soc_18470273,FOTO.com S.A,1,CL00180,fr_FR,1,0,France,,Nivelles,,,,,,,
soc_18470272,Coverlife,1,CL00179,fr_FR,1,0,France,,QUIMPER,,02.98.76.90.35,,,,801468026,
soc_18470270,Nathalie Raybaud,1,CL00177,fr_FR,1,0,France,,SAINT DENIS,,,,,,808878953,
soc_18470267,AKTO,1,CL00174,fr_FR,1,0,France,75009,PARIS,47 rue de la Victoire,,,,FR77853000982,853000982,
soc_18470266,IDEA TECHNOLOGIES,1,CL00173,fr_FR,1,0,France,,ST THONAN,,02.98.20.35.06,,,,312771967,
soc_18470265,COGEDIS,1,CL00172,fr_FR,1,0,France,29800,ST THONAN,ZI de Saint Thonan,,,,,312771967,
soc_18470264,Catalina,1,CL00171,fr_FR,1,0,France,,BOULOGNE BILLANCOURT,,01.46.94.52.08,,,,392523759,
soc_18470262,SAPESO,1,CL00169,fr_FR,1,0,France,,BORDEAUX cedex,,05.35.31.30.31,,,,456204940,
soc_18470260,Datavalue Consulting,1,CL00167,fr_FR,1,0,France,,MONTROUGE,,,,,,804363554,
soc_18470259,PICKERS,1,CL00166,fr_FR,1,0,France,,PARIS,,,,,,818974529,
soc_18470258,GROUPE LDLC,1,CL00165,fr_FR,1,0,France,,LIMONEST,,04.27.46.32.82,,,,403554181,
soc_18470256,LA POSTE,1,CL00163,fr_FR,1,0,France,,DIJON,,01.55.44.04.69,,,,356000000,
soc_18470255,AGEFOS PME MAINE ET LOIRE,1,CL00162,fr_FR,1,0,France,,CHOLET,,02.41.49.14.00,,,,,
soc_18470252,Cartégie,1,CL00159,fr_FR,1,0,France,,BRUGES,,05.56.69.22.58,,,,348770561,
soc_18470251,CARE France,1,CL00157,fr_FR,1,0,France,,PARIS,,01.53.19.81.16,,,,334805801,
soc_18470250,CARREFOUR BANQUE,1,CL00156,fr_FR,1,0,France,,COURCOURONNES,,01.60.76.81.43,,,,313811515,
soc_18470248,ORECA,1,CL00154,fr_FR,1,0,France,,SIGNES,,,,,,302045794,
soc_18470247,Atelier Parisien d'Urbanisme,1,CL00153,fr_FR,1,0,France,,PARIS,,,,,,784237539,
soc_18470246,Partners & Company,1,CL00152,fr_FR,1,0,France,,POLIGNY,,03.84.73.67.15,,,,827862392,
soc_18470245,OONAY,1,CL00151,fr_FR,1,0,France,,PARIS,,,,,,837871805,
soc_18470244,Orixa Media,1,CL00150,fr_FR,1,0,France,,PARIS,,03.37.68.61.62.66,,,,494334113,
soc_18470243,BIG YOUTH,1,CL00149,fr_FR,1,0,France,,PARIS,,01.80.05.99.31,,,,454072034,
soc_18470242,SARL LIMPIDE,1,CL00148,fr_FR,1,0,France,,PARIS,,01.42.26.51.15,,,,529701922,
soc_18470241,PRO BTP,1,CL00147,fr_FR,1,0,France,,VINCENNES,,01.41.79.72.27,,,,394164966,
soc_18470240,Zee Media,1,CL00146,fr_FR,1,0,France,,STRASBOURG,,03.67.34.03.52,,,,810517276,
soc_18470239,AKTO - Réseau Opcalia OUEST,1,CL00145,fr_FR,1,0,France,,NANTES,,,,,FR77853000982,853000982,
soc_18470237,GIE Ramsay Générale de Santé Hospitalisation.,1,CL00143,fr_FR,1,0,France,,PARIS,,01.75.39.83.12,,,,383699048,
soc_18470236,14H28,1,CL00142,fr_FR,1,0,France,,VILLENEUVE D ASCQ,,03.20.30.01.00,,,FR53438157679,438157679,
soc_18470234,MUSIC BUSINESS,1,CL00140,fr_FR,1,0,France,,COURBEVOIE,,01.81.69.03.54,,,,349455147,
soc_18470233,ITELIOS,1,CL00139,fr_FR,1,0,France,,PARIS,,,,,,448291179,
soc_18470231,deleganet,1,CL00137,fr_FR,1,0,France,,CALAIS,,,,,,519892426,
soc_18470230,Bayard Presse,1,CL00136,fr_FR,1,0,France,,MONTROUGE,,,,,,542042486,
soc_18470229,1789.fr,1,CL00135,fr_FR,1,0,France,,BEAUCOUZE,,,,,,532821741,
soc_18470228,ECOVADIS,1,CL00134,fr_FR,1,0,France,,PARIS,,06.62.24.79.99,,,,497842914,
soc_18470227,ASI,1,CL00133,fr_FR,1,0,France,,ST HERBLAIN,,02.53.00.62.68,,,,390865749,
soc_18470226,MAKHEIA AFFINITY,1,CL00130,fr_FR,1,0,France,,PARIS,,01.42.12.20.25,,,,350144093,
soc_18470225,SUPERPROF,1,CL00129,fr_FR,1,0,France,,PARIS,,,,,,533453296,
soc_18470224,Brioude Internet,1,CL00128,fr_FR,1,0,France,,COHADE,,04.71.50.50.31,,,FR38433953015,433953015,
soc_18470223,NINJADS,1,CL00127,fr_FR,1,0,France,,PARIS,,,,,,834110207,
soc_18470222,DAY USE,1,CL00126,fr_FR,1,0,France,,PARIS,,01.84.16.15.69,,,,524948924,
soc_18470218,DHome Productions,1,CL00122,fr_FR,1,0,France,,PARIS,,,,,,448530246,
soc_18470217,Société DL Santé,1,CL00121,fr_FR,1,0,France,,ISSY LES MOULINEAUX,,01.46.11.04.08,,,,452158744,
soc_18470216,SECURITAS DIRECT SAS,1,CL00120,fr_FR,1,0,France,,CHATENAY MALABRY,,,,,,345006027,
soc_18470213,GALDERMA INTERNATIONAL,1,CL00117,fr_FR,1,0,France,,COURBEVOIE,,001.84.20.44.92,,,,325186617,
soc_18470212,SERUM AND CO,1,CL00116,fr_FR,1,0,France,,PARIS,,01.84.25.70.40,,,,420236879,
soc_18470211,ACTIVIS,1,CL00113,fr_FR,1,0,France,,MULHOUSE,,03.89.59.44.43,,,,411467426,
soc_18470210,DBA INTERACTIVE - WIMERSION,1,CL00112,fr_FR,1,0,France,,ORCHIES,,03.20.65.86.17,,,,499880482,
soc_18470209,SEGGI INNOVATION,1,CL00111,fr_FR,1,0,France,,VERSAILLES,,,,,,809036718,
soc_18470206,ANTADIS,1,CL00107,fr_FR,1,0,France,78120,RAMBOUILLET,1 rue de Clairefontaine,01.30.41.18.68,,,,,
soc_18470205,Brand & Company,1,CL00106,fr_FR,1,0,France,,POLIGNY,,03.84.73.67.15,,,,409065406,
soc_18470204,PerSé Beauty SAS,1,CL00105,fr_FR,1,0,France,,PARIS,,,,,FR41831245907,831245907,
soc_18470203,BEE4,1,CL00104,fr_FR,1,0,France,,LYON 7EME ARRONDISSEMENT,,04.26.17.57.27,,,,750267056,
soc_18470201,CAP'VACANCES,1,CL00102,fr_FR,1,0,France,,BRIOUDE,,,,,FR66779168038,779168038,
soc_18470199,INOUIT,1,CL00100,fr_FR,1,0,France,,LILLE,,03.20.02.78.79,,,,440185528,
soc_18470197,OUTSCALE,1,CL00098,fr_FR,1,0,France,,ST CLOUD,,01.55.39.01.46,,,,,
soc_18470196,Cryptolog International,1,CL00097,fr_FR,1,0,France,,PARIS,,01.44.08.73.00,,,,439129164,
soc_18470195,ATLASFORMEN,1,CL00096,fr_FR,1,0,France,,PARIS,,01.53.43.86.75,,,,449149038,
soc_18470194,Fondation Nationale Sciences Politiques,1,CL00094,fr_FR,1,0,France,75007,PARIS,27 Rue Saint-Guillaume,,,,,784308249,
soc_18470193,ISO (International Organization for Standardization),1,CL00093,fr_FR,1,0,Suisse,,"1214 Vernier, Geneva",,,,,,,
soc_18470192,GSO INTERACTIVE,1,CL00092,fr_FR,1,0,France,,BORDEAUX,,,,,,514224443,
soc_18470191,PAPRIKA,1,CL00091,fr_FR,1,0,France,,ANNECY,,04.50.52.41.54,,,,331457291,
soc_18470190,CRYPTOLOG INTERNATIONAL,1,CL00090,fr_FR,1,0,France,,PARIS,,,,,,439129164,
soc_18470189,DEVATICS,1,CL00089,fr_FR,1,0,France,,TOULOUSE,,05.32.10.85.84,,,,529042376,
soc_18470188,Key Performance Group,1,CL00088,fr_FR,1,0,France,,PARIS,,01.55.46.91.88,,,,479638991,
soc_18470187,KEYRUS,1,CL00086,fr_FR,1,0,France,,LYON 9EME ARRONDISSEMENT,,04.81.76.24.45,,,,400149647,
soc_18470186,ANTIK BATIK,1,CL00085,fr_FR,1,0,France,,PARIS,,01.48.87.90.28,,,,377949458,
soc_18470185,FRANCE COM,1,CL00084,fr_FR,1,0,France,,NANTES,,02.51.80.51.59,,,,410557151,
soc_18470184,BERGERAT MONNOYEUR,1,CL00082,fr_FR,1,0,France,,ST DENIS,,,,,,380231316,
soc_18470183,LMNEXT FR,1,CL00081,fr_FR,1,0,France,,CLICHY,,01.45.19.74.12,,,,809437072,
soc_18470182,XPRESS RENT,1,CL00080,fr_FR,1,0,France,,ST DENIS,,,,,,521974386,
soc_18470181,BAZARCHIC VOYAGES,1,CL00079,fr_FR,1,0,France,,GENNEVILLIERS,,01.84.16.12.65,,,,539169664,
soc_18470180,MC2I GROUPE CONSEIL EN SYSTEMES,1,CL00078,fr_FR,1,0,France,,PARIS,,01.44.43.01.08,,,,352033914,
soc_18470179,WESCO,1,CL00077,fr_FR,1,0,France,,CERIZAY,,05.49.80.40.02,,,,304764863,
soc_18470178,BONDUELLE EUROPE LONG LIFE,1,CL00076,fr_FR,1,0,France,,VILLENEUVE D ASCQ,,03.20.43.79.33,,,,665580072,
soc_18470177,NEXTIA,1,CL00075,fr_FR,1,0,France,,LES MILLES,,04.13.91.06.22,,,,521330571,
soc_18470176,Sandrine Lavandier,1,CL00074,fr_FR,1,0,France,,ST OUEN,,06.74.83.01.73,,,,533228201,
soc_18470175,MUTUELLE IVRY LA FRATERNELLE,1,CL00073,fr_FR,1,0,France,,PARIS,,01.40.03.80.51,,,,310259221,
soc_18470174,UNIVERSITE PARIS OUEST NANTERRE LA DEFENSE,1,CL00072,fr_FR,1,0,France,,NANTERRE,,01.40.97.47.32,,,,199212044,
soc_18470173,SMATIS FRANCE,1,CL00071,fr_FR,1,0,France,,ANGOULEME,,05.45.39.36.28,,,,300054483,
soc_18470172,EKKO,1,CL00070,fr_FR,1,0,France,,PARIS,,01.45.86.13.43,,,,481322147,
soc_18470171,Adecco Training,1,CL00069,fr_FR,1,0,France,,VILLEURBANNE,,04.26.68.41.46,,,,343009866,
soc_18470170,DENALI PHARMA,1,CL00068,fr_FR,1,0,France,,PARIS,,,,,,511715906,
soc_18470169,UNAMI,1,CL00066,fr_FR,1,0,France,,PUTEAUX,,,,,,510304132,
soc_18470168,POMONA,1,CL00065,fr_FR,1,0,France,,ANTONY,,01.55.59.62.01,,,,552044992,
soc_18470167,BDPO,1,CL00064,fr_FR,1,0,France,,PARIS,,,,,,519118681,
soc_18470166,RAPP Paris,1,CL00062,fr_FR,1,0,France,,ST OUEN,,01.53.32.57.72,,,,439433780,
soc_18470165,SAS AGRICONOMIE,1,CL00061,fr_FR,1,0,France,,COOLE,,,,,,799365176,
soc_18470164,INTERGROS,1,CL00060,fr_FR,1,0,France,,NOISY LE GRAND Cedex,,01.78.37.14.80,,,,401163159,
soc_18470163,GROUPE CYRES,1,CL00059,fr_FR,1,0,France,,TOURS,,01.72.50.01.26,,,,442155818,
soc_18470162,Search Foresight,1,CL00058,fr_FR,1,0,France,,LEVALLOIS PERRET,,,,,,539288159,
soc_18470161,SW SARL,1,CL00057,fr_FR,1,0,France,,ST MAX,,06.43.43.13.44,,,,534993811,
soc_18470160,C F E B SISLEY,1,CL00056,fr_FR,1,0,France,,PARIS,,01.49.52.35.98,,,,722003464,
soc_18470159,AGIR,1,CL00054,fr_FR,1,0,France,,CHAMBERY,,,,,,422312181,
soc_18470158,OPCO ATLAS,1,CL00052,fr_FR,1,0,France,75013,PARIS,25 Quai Panhard Et Levassor,,,,,353213614,
soc_18470157,Ludo Factory,1,CL00051,fr_FR,1,0,France,,TASSIN LA DEMI LUNE,,04.78.38.44.86,,,,479048589,
soc_18470156,ADTHINK MEDIA,1,CL00050,fr_FR,1,0,France,,TASSIN LA DEMI LUNE,,04.78.38.50.94,,,,437733769,
soc_18470155,Yateo,1,CL00049,fr_FR,1,0,France,,PARIS,,01.76.24.08.30,,,,490123213,
soc_18470154,RCI BANQUE,1,CL00048,fr_FR,1,0,France,,NOISY LE GRAND,,01.76.88.81.61,,,,306523358,
soc_18470153,Materiel-velo.com,1,CL00047,fr_FR,1,0,France,,GLEIZE,,06.24.05.12.91,,,,479228504,
soc_18470152,Ebb And Flow,1,CL00046,fr_FR,1,0,France,,ST CLOUD,,01.55.57.11.70,,,,490917465,
soc_18470151,Hays IT Services,1,CL00045,fr_FR,1,0,France,,PARIS,,01.42.99.16.92,,,,533297834,
soc_18470150,France Gourmet Diffusion,1,CL00044,fr_FR,1,0,France,,PARIS,,,,,,480451939,
soc_18470149,SOPRA STERIA GROUP,1,CL00043,fr_FR,1,0,France,,COURBEVOIE,,01.55.91.72.72,,,,326820065,
soc_18470148,Flower SA,1,CL00042,fr_FR,1,0,France,,QUINT FONSEGRIVES,,05.62.57.32.47,,,,512445883,
soc_18470147,RTL NET,1,CL00041,fr_FR,1,0,France,,PARIS,,,,,,388613069,
soc_18470146,no one,1,CL00040,fr_FR,1,0,France,,,,,,,,,
soc_18470145,VIRTUA S.A.,1,CL00039,fr_FR,1,0,Suisse,,Morges,Avenue de la Gottaz,,,,,,
soc_18470144,SOFRECOM SA,1,CL00038,fr_FR,1,0,France,94300,VINCENNES,"24, Avenue du Petit Parc",,,,,672004660,
soc_18470143,Centre Européen de Formation,1,CL00037,fr_FR,1,0,France,59650,VILLENEUVE D ASCQ,19/21 rue Nicolas Appert,07.79.93.89.69,,,,435086285,
soc_18470142,EBLOO GROUP,1,CL00036,fr_FR,1,0,France,72100,LE MANS,41 Avenue Bollée,,,,,534155247,
soc_18470141,OPCA Transports et Services,1,CL00035,fr_FR,1,0,France,75014,PARIS,66 avenue du Maine,01.53.91.34.25,,,,402348080,
soc_18470140,OLLANDINI AGENCE DE VOYAGES,1,CL00034,fr_FR,1,0,France,20090,AJACCIO,1 RUE PAUL COLONNA D ISTRIA,04.95.23.92.99,,,,301242400,
soc_18470139,IKKS PRESTATIONS,1,CL00033,fr_FR,1,0,France,75010,PARIS,6 bis rue Gabriel Laumain,,,,,483598603,
soc_18470138,CAPEB,1,CL00032,fr_FR,1,0,France,75003,PARIS,"2, rue Béranger",01.53.60.50.92,,,,775682107,
soc_18470137,Transat France,1,CL00031,fr_FR,1,0,France,94200,IVRY SUR SEINE,6 rue Truillot,01.45.15.17.69,,,,347941940,
soc_18470136,Fondation ARC,1,CL00030,fr_FR,1,0,France,94800,VILLEJUIF,9 Rue Guy Moquet,,,,,752064949,
soc_18470135,SUD PLAISANCE HOLDING,1,CL00028,fr_FR,1,0,France,13600,LA CIOTAT,28 Boulevard Georges Clemenceau,,,,,499380020,
soc_18470134,Dentsu Aegis Media,1,CL00026,fr_FR,1,0,France,92971,Courbevoie - Paris La Défense cedex,4 Place De Saverne,,,,,399093129,
soc_18470133,Jeremy Provost - Faubourg 76,1,CL00025,fr_FR,1,0,France,92300,LEVALLOIS PERRET,65 RUE ARISTIDE BRIAND,01.44.83.04.55,,,,512127366,
soc_18470132,IKKS Group,1,CL00024,fr_FR,1,0,France,49455,SAINT-MACAIRE-EN-MAUGES,94 rue Choletaise,,,,,339899940,
soc_18470131,DEVCOMWEB  Micrologiciel,1,CL00023,fr_FR,1,0,France,93370,MONTFERMEIL,25 Avenue Marcel Dassault,,,,,444878466,
soc_18470130,LAGARDERE ACTIVE DIGITAL,1,CL00022,fr_FR,1,0,France,92300,LEVALLOIS PERRET,149 Rue ANATOLE FRANCE,01.41.34.88.70,,,,497909051,
soc_18470129,Artsper,1,CL00021,fr_FR,1,0,France,75001,PARIS,23-25 rue Jean-Jacques Rousseau,,,,,752773630,
soc_18470128,Banque EDEL,1,CL00020,fr_FR,1,0,France,31676,LABEGE Cedex,60 rue Buissonière  CS 17 601,,,,,306920109,
soc_18470127,ClickandBoat,1,CL00019,fr_FR,1,0,France,75007,PARIS,133 Rue St Dominique,,,,,801157256,
soc_18470126,ABW Advanced Business Ware,1,CL00018,fr_FR,1,0,France,67580,MERTZWILLER,ABW Advanced Business Ware,,,,,433232527,
soc_18470125,VEDI-express,1,CL00017,fr_FR,1,0,Luxembourg,8399,Windhof,Route des 3 cantons 11,,,,,,
soc_18470124,New BBDO,1,CL00016,fr_FR,1,0,France,75007,PARIS,23 rue Saint-Dominique,,,,,382163087,
soc_18470123,AFDAS,1,CL00015,fr_FR,1,0,France,75990,Paris Cedex 20,"66, rue Stendhal",,,,,784714008,
soc_18470122,Cafe Central,1,CL00014,fr_FR,1,0,France,75002,PARIS,7 Rue Rameau,,,,,791074628,
soc_18470121,Cheval Energy - Vet Company,1,CL00013,fr_FR,1,0,France,92400,COURBEVOIE,41 Rue du Moulin des Bruyeres,,,,,788862811,
soc_18470120,Oonetic BuyBox,1,CL00012,fr_FR,1,0,France,31770,COLOMIERS,39 Chemin des Ramassiers,,,,,524902236,
soc_18470119,PUBLICIS ACTIV NANTES,1,CL00011,fr_FR,1,0,France,44000,NANTES,3 B Rue Laennec,02.40.08.88.62,,,,337934483,
soc_18470118,SIMPLY FEU,1,CL00010,fr_FR,1,0,France,69120,VAULX EN VELIN,100 Chem In D U Gabugy,04.84.74.97.09,,,,535301014,
soc_18470117,SYNODIANCE,1,CL00009,fr_FR,1,0,France,44100,NANTES,10 RUE APPERT,02.51.84.24.05,,,,424640514,
soc_18470116,UTW-UPDATE,1,CL00008,fr_FR,1,0,France,75005,PARIS,7 RUE GUY DE LA BROSSE,001 53.10.91.65,,,,531431963,
